Tweet_Link,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Likes,Retweets
https://twitter.com/andrewscomet/status/1815082837281784215,Honest Andrew,https://twitter.com/andrewscomet,21-Jul,kamala is going to win and become the first female president,1.8K,72
https://twitter.com/GemsOfCricket/status/1815088243605377186,Out Of Context Cricket,https://twitter.com/GemsOfCricket,21-Jul,Explain this in cricket terms,742,50
https://twitter.com/RobertMSterling/status/1815081871954604148,Robert Sterling,https://twitter.com/RobertMSterling,21-Jul,Kamala reading this and not seeing an endorsement for her,2.9K,83
https://twitter.com/TheRISEofROD/status/1815102562179436941,Machiavelli,https://twitter.com/TheRISEofROD,21-Jul,Incoming,575,61
https://twitter.com/plainrocktweets/status/1815140960826974533,Plainrock124,https://twitter.com/plainrocktweets,21-Jul,One last retard,598,22
https://twitter.com/BehizyTweets/status/1815086066040557822,George,https://twitter.com/BehizyTweets,21-Jul,Democrats  have succeeded in committing a coup against their nominee,598,56
https://twitter.com/AngelaBelcamino/status/1815085643531239771,Angela Belcamino,https://twitter.com/AngelaBelcamino,21-Jul,I speak for all when I say you were the BEST President of our lifetime.,1.7K,177
https://twitter.com/InternetH0F/status/1815100996659675163,internet hall of fame,https://twitter.com/InternetH0F,21-Jul,Well damn,2K,25
https://twitter.com/TimRunsHisMouth/status/1815088168959434798,Tim Young,https://twitter.com/TimRunsHisMouth,21-Jul,"Nothing says ""defending democracy"" like going against the will of over 14 million voters to pick another candidate...",3.3K,214
https://twitter.com/ChrisDJackson/status/1815125284997455975,Chris D. Jackson,https://twitter.com/ChrisDJackson,21-Jul,"You are easily the most effective and accomplished president of my lifetime. It has been an honor to be with you since day one.You deserved much better than how your supposed allies treated you in recent weeks. History will reflect on you very kindly. Them, not so much.Thank",2.3K,201
https://twitter.com/KatiePhang/status/1815087465147068859,Katie Phang,https://twitter.com/KatiePhang,21-Jul,Thank you for your dedication and integrity and service to the American people. Our country was better because of you.,10K,979
https://twitter.com/robbystarbuck/status/1815083312806854726,Robby Starbuck,https://twitter.com/robbystarbuck,21-Jul,If you’re unfit to run for President then you’re unfit to be President. You must resign NOW!,7.7K,407
https://twitter.com/MTGrepp/status/1815082578996846779,Marjorie Taylor Greene Press Release (Parody),https://twitter.com/MTGrepp,21-Jul,You were just asking people the other day to donate to youWhy did you steal people’s money ?,7.6K,446
https://twitter.com/sonia76131138/status/1815436293960007735,Sonia,https://twitter.com/sonia76131138,22-Jul,La mejor decisión que pudo haber tomado. Hay que dedicarle tiempo a la salud,1,
https://twitter.com/jayblackisfunny/status/1815084629122281717,Jay Black,https://twitter.com/jayblackisfunny,21-Jul,"It’ll only be later, when the bubbling bile of the Trump era finally stops simmering that your presidency will be put into perspective.You didn’t deserve the vilification they hissed at you.You did good, Joe. I wish for you a retirement free from America’s bottom quartile.",1.9K,149
https://twitter.com/FrankDangelo23/status/1815097034149437852,Frank D'Angelo What's Life without a Dream?,https://twitter.com/FrankDangelo23,21-Jul,"You, Sir, will go down in history as a first-class gentleman, a great soul & and an honest & competent president of the United States of America.  Your lifetime service to the United States of America is greatly appreciated by the United States of America, the world & democracy.",581,110
https://twitter.com/fiona_webster22/status/1815088252572836343,"Fiona ""Fi"" Webster",https://twitter.com/fiona_webster22,21-Jul,I refuse to despair. Time to rally the troops.,709,71
https://twitter.com/LPMisesCaucus/status/1815107007243801012,Mises Caucus,https://twitter.com/LPMisesCaucus,21-Jul,"""Our Democracy"" is a hoax. It's a cover story for a series of entrenched interests which will burn children alive and lie to your face for years before turning on a dime for the sake of maintaining and growing power. Not that ""democracy"" is much of an ideal or safeguard anyway.",270,35
https://twitter.com/officialdrdoge/status/1815754019178193136,Doctor Doge,https://twitter.com/officialdrdoge,23-Jul,This video was the reason you went down,1,
https://twitter.com/RichardStrocher/status/1815121425851691371,Richard Strocher 𝕏,https://twitter.com/RichardStrocher,21-Jul,I am a alpha male.,1.8K,57
https://twitter.com/MrAustinShow/status/1815082250557595791,Austin Show,https://twitter.com/MrAustinShow,21-Jul,Thank you Mr President for your service & stepping aside,5.1K,81
https://twitter.com/rambenzeev/status/1815650505101586505,Ram ben Ze'ev,https://twitter.com/rambenzeev,Jul 23Jul 22,"Yeah, about this statement.Where is Joe Biden? Why haven’t we seen him?“Clearly something is going on here.”@TuckerCarlson / @JackPosobiec / @charliekirk11  x.com/charliekirk11/…",4,
https://twitter.com/Vox_Oculi/status/1815081875855257921,"𝓓𝖗. 𝓥𝖔𝐱 𝓞𝖈𝖚𝖑𝖎, 𝐌𝐃",https://twitter.com/Vox_Oculi,21-Jul,"Thanks grandpa, I hope this helps.",540,22
https://twitter.com/JaredtheMusic/status/1815084853664100396,JaredtheMusicMan,https://twitter.com/JaredtheMusic,21-Jul,bitch what am I gonna do… I can’t go trump,1,
https://twitter.com/chrisjollyhale/status/1815094352643064144,Christopher Hale,https://twitter.com/chrisjollyhale,21-Jul,We don’t say it enough — you’ve been an extraordinary president.,266,21
https://twitter.com/kaceytron/status/1815083069914640445,kaceytron,https://twitter.com/kaceytron,21-Jul,WERE SO FUCKING BACK!LETS BEAT TRUMP FOR REAL THIS TIME!!!!,232,7
https://twitter.com/LuquitaRodrigue/status/1815084054204547398,Luis Luis Pichin,https://twitter.com/LuquitaRodrigue,21-Jul,Te gustaría venir a fin de año a boxear a Argentina con el Turco Garcia?,26K,659
https://twitter.com/ischinger/status/1815085279994364201,Wolfgang Ischinger,https://twitter.com/ischinger,21-Jul,"Europeans should always remain grateful for what Joe Biden has done with and for Europe. I appreciate his decision, but I am deeply saddened to see him leave.",578,48
https://twitter.com/morethanmySLE/status/1815093114434134081,Peter Morley,https://twitter.com/morethanmySLE,21-Jul,"I'm heartbroken to read this, but I absolutely respect your decision and will support your successor. Thank you for everything you are doing and have done for America. We love you, President Biden.",578,68
https://twitter.com/grandayy/status/1815088515946041706,Dr Grandayy,https://twitter.com/grandayy,Jul 21Jul 10,Could have decided to do this before I finished thisI wish presidential debates went like this,88,3
https://twitter.com/Rfk4POTUS/status/1815082986133426247,Heal the Divide (#RFKJr Fan Page),https://twitter.com/Rfk4POTUS,21-Jul,"Thank you, Joe. Let's beat Donald Trump!#RFKJr",282,54
https://twitter.com/RyanShead/status/1815089866289623448,Ryan Shead,https://twitter.com/RyanShead,21-Jul,I wish you had made this decision a while ago. You just fucked Americans with this 11th hour nonsense.,415,40
https://twitter.com/theprayagtiwari/status/1815085506842993019,Prayag,https://twitter.com/theprayagtiwari,21-Jul,"Finally, Joe biden is not my president.",541,40
https://twitter.com/David_Leavitt/status/1815082164280565836,David Leavitt,https://twitter.com/David_Leavitt,21-Jul,I don't agree with your decision,3.5K,143
https://twitter.com/LauraLoomer/status/1815083362345738345,Laura Loomer,https://twitter.com/LauraLoomer,21-Jul,Now you all see why they tried to assassinate Donald Trump. This was all planned.,18K,2.1K
https://twitter.com/3YearLetterman/status/1815082654351433966,Three Year Letterman,https://twitter.com/3YearLetterman,21-Jul,"This is illegal, Joel. You are constitutionally obligated to resign if you aren’t going to run. You cannot just hand it over to your grandson Hunter Biden since he’s next in the line of secession",2.2K,90
https://twitter.com/doaenel/status/1815091741298671740,Dantes,https://twitter.com/doaenel,21-Jul,me realizing that now the debates won't be as funny anymore and i'll get less viral clips.,3.8K,37
https://twitter.com/RobbinMilne/status/1815084891903758709,Robbin Milne (I),https://twitter.com/RobbinMilne,21-Jul,Now IS the TIME for Kennedy!!!,154,9
https://twitter.com/basedspinach/status/1815083818153586911,Spinachbrah,https://twitter.com/basedspinach,21-Jul,WE DID IT JOE,261,7
https://twitter.com/MelonieMac/status/1815092578330571236,Melonie Mac,https://twitter.com/MelonieMac,21-Jul,Now you can retire and eat banana pudding and watch the Price is Right. No more elder abuse. Find Jesus and be blessed in the rest of your days,396,22
https://twitter.com/YaneuStage/status/1827920851225706896,Yaneu Stage,https://twitter.com/YaneuStage,1 hour ago,"I vote for a Presidential Candidate can get the Job Done. I don't even have to like them personally! I happen to Like and Love FLOTUS DR. JILL BIDEN,POTUS JOE R. BIDEN            andAll of The Biden FamilyIt is just icing on the cake when you like and love who you voted for!",1,
https://twitter.com/tweet4Anna_NAFO/status/1815093294302720380,𝐀𝐧𝐧𝐚 𝐊𝐎𝐌𝐒𝐀 |,https://twitter.com/tweet4Anna_NAFO,21-Jul,Joe Biden is by far the best president the United States has had in a very long time. His record says it all!,166,18
https://twitter.com/danbarker/status/1815091559081357673,dan barker,https://twitter.com/danbarker,"Jul 21Nov 7, 2020","A good decision to take some rest.I always enjoyed this note.By coincidence: exactly 6 years ago today, as Vice President of the USA, Joe Biden sent this note to his staff.I presume in the background, thoughts of his first wife & daughter who died long ago; or his son, who died of cancer just a few months after this note.Worth reading.",2,
https://twitter.com/lawindsor/status/1815134431167893709,Lauren Windsor,https://twitter.com/lawindsor,21-Jul,"Thank you, President Biden! You are a true patriot",600,30
https://twitter.com/ThePatriotOasis/status/1815086448040882231,The Patriot Oasis™,https://twitter.com/ThePatriotOasis,21-Jul,Trump was right about everything,846,114
https://twitter.com/JackManifoldTV/status/1815095810083942640,Jack Manifold,https://twitter.com/JackManifoldTV,21-Jul,"Tag me in Joe, I’m ready",7K,199
https://twitter.com/JeffEisenband/status/1815089629407900139,Jeff Eisenband,https://twitter.com/JeffEisenband,21-Jul,Kamala Harris reading Joe Biden’s statement,7,3
https://twitter.com/OliviaTroye/status/1815084295469384173,Olivia of Troye,https://twitter.com/OliviaTroye,21-Jul,Thank you Mr. President for everything you’ve done for our country both throughout your current Presidency & throughout your career.,1.4K,120
https://twitter.com/brad_polumbo/status/1815084341673742613,Brad Polumbo,https://twitter.com/brad_polumbo,21-Jul,"Wow. Unequivocally the correct call for the future of our nation. But how can Biden justify remaining in office?  If you admit you are not fit to be re-elected, you admit you are not currently fit to serve as president and must immediately resign.",243,18
https://twitter.com/YungNoodle_/status/1815094383521436062,YungNoodle_,https://twitter.com/YungNoodle_,21-Jul,I am sick of living through historical events in real time,14,1
https://twitter.com/Valkyrae/status/1815103769618866264,RAE,https://twitter.com/Valkyrae,21-Jul,ITS JOEVER!!!,19K,330
https://twitter.com/Officially_Kriz/status/1815097294217412852,Tuch Kriz,https://twitter.com/Officially_Kriz,21-Jul,Donald Trump right  now,132,41
https://twitter.com/thegreatgig8/status/1815083495854944446,The Great Gig in the Sky,https://twitter.com/thegreatgig8,21-Jul,Tell me this is a joke.  Change your mind.  Don't be forced into this.  The country (and the world) needs you.,1.5K,105
https://twitter.com/TheEuropeanLad/status/1815095062377943076,𝐀𝐅𝐂 𝐀𝐉𝐀𝐗,https://twitter.com/TheEuropeanLad,21-Jul,Who will replace you Joe,2.6K,42
https://twitter.com/Drewzillla/status/1815081723991916919,Drewzilla,https://twitter.com/Drewzillla,21-Jul,TRUMP 2024,2.7K,158
https://twitter.com/curtislepore/status/1815086203135525308,curtis lepore,https://twitter.com/curtislepore,21-Jul,$BYEDEN,1,1
https://twitter.com/Momin_Speaks/status/1815110748839739518,Momin Mukhtar,https://twitter.com/Momin_Speaks,21-Jul,Kamala hitting that send tweet button be like,199,15
https://twitter.com/Twitermytweet/status/1815082382191423895,Mr. Bigglesworth Memes 𝕏,https://twitter.com/Twitermytweet,21-Jul,Just pray Hillary is not your replacement,477,19
https://twitter.com/NatlGunRights/status/1815083505426059512,National Association for Gun Rights,https://twitter.com/NatlGunRights,21-Jul,Hillary rn,23,2
https://twitter.com/AnhLe22270526/status/1823008950037438696,Anh Le,https://twitter.com/AnhLe22270526,12-Aug,"Trade more, worry less with this bot!:",,
https://twitter.com/lilbitchnigga/status/1815647063918407846,Kneegroh,https://twitter.com/lilbitchnigga,23-Jul,"Also have you watched the debate? Biden’s hands are shaky as well. He moves like a sloth. Pretty sure it’s difficult at his age to sign things himself. You see how much he delegated to Kamala alone? But I digress, whoever signed it obviously had the right if he stood by it.",,
https://twitter.com/ChrisCantrall2/status/1815648558567371215,Chris Cantrall,https://twitter.com/ChrisCantrall2,23-Jul,"You want way too bad to be right. The correct answer would just be “haha, that would be crazy” and then we laugh and move on. But you’re pushing for some random guy on the internet to forget that 7% of every verbal communication is a lie. So there’s a 7% probability I’m right.",,
https://twitter.com/Reishirouu/status/1815676495332790482,Rei Shirou -,https://twitter.com/Reishirouu,23-Jul,"FIrst black women president?I care about policies not first black women in office, and she is even black? I thought she was mixed and part indian -_-I could care less a women is in the white house if my groceries are 20%-100% more and still living in moms basement -_-",2,
https://twitter.com/Lckwd/status/1815677348852715616,Lucy,https://twitter.com/Lckwd,23-Jul,it's posts like these that make me realize that Trump doesn't have honest-to-goodness fans. They're all paid and fake lmao,1,
https://twitter.com/MBBMX05141/status/1815654652056391685,Kaila,https://twitter.com/MBBMX05141,Jul 23Jul 22,"Biden’s administration is corrupt & dumb AF.  America will not survive another Dem term.     Dear US Tax payersJust to let you know, that while you struggle to pay your rent, educate your kids and save something for a ""rainy day"" The Pentagon ""accidentally""  paid Dictator Zelensky an Extra $6.2 billion of your money""An accounting error""",,
https://twitter.com/norm_clips/status/1815750198028607772,Norm MacDonald…clips,https://twitter.com/norm_clips,23-Jul,No shit,,
https://twitter.com/norm_clips/status/1815750320741330952,Norm MacDonald…clips,https://twitter.com/norm_clips,23-Jul,He was forced out and we all know it,,
https://twitter.com/norm_clips/status/1815750537477779622,Norm MacDonald…clips,https://twitter.com/norm_clips,23-Jul,So you don’t think the top Democrats all got together and volunTOLD Joe Biden to step down?,1,
https://twitter.com/LenniLazy/status/1815852204470984997,LazyLenni,https://twitter.com/LenniLazy,23-Jul,"A coup or coup d'état  is an illegal, usually violent and surprise action by members of the military or paramilitary organizations and/or a group of politicians with the aim of taking power in the state or for to preserve yourself.Joe Biden certainly felt pressure from other",2,
https://twitter.com/OvoOnoETH/status/1815081213163409884,ovoono.eth,https://twitter.com/OvoOnoETH,21-Jul,I should read all that ?,1.8K,21
https://twitter.com/WintersPolitics/status/1815081223586460042,WINTER,https://twitter.com/WintersPolitics,21-Jul,Ain’t no way !!!,357,4
https://twitter.com/BrendonLeslie/status/1815082307436347741,Brendon Leslie,https://twitter.com/BrendonLeslie,21-Jul,The Democrats are once again rigging an electionMillions of primary voters will be disenfranchised as the DNC hand picks the nominee,276,38
https://twitter.com/TheAKGuy/status/1815083247019172034,Brandon Herrera,https://twitter.com/TheAKGuy,21-Jul,Somebody needs to check on,6.3K,233
https://twitter.com/DonutOperator/status/1815083710162584052,Donut Operator,https://twitter.com/DonutOperator,21-Jul,Hey  you ok ya little twink?,4.1K,89
https://twitter.com/NancyCooperNYC/status/1815083269534171462,NancyCooper,https://twitter.com/NancyCooperNYC,21-Jul,Wow,,
https://twitter.com/DiaryofaMadeMan/status/1815084054871425486,Ian Balina,https://twitter.com/DiaryofaMadeMan,21-Jul,Didn't mention who the dems will put up in his place. Whoever it is won't do well as a last minute shoe in. Should have done this earlier.,1,
https://twitter.com/libsoftiktok/status/1815082177706528806,Libs of TikTok,https://twitter.com/libsoftiktok,21-Jul,Good riddance. You will go down as one of the worst Presidents in history.,37K,1.3K
https://twitter.com/HOTTAKECITY904/status/1815080997328699758,HOT TAKE CITY!!,https://twitter.com/HOTTAKECITY904,21-Jul,Biden just retire please,6.2K,79
https://twitter.com/AreMond2/status/1815084107694817385,Armand Hamouth,https://twitter.com/AreMond2,21-Jul,I still stand with you President Biden. We love you. We can’t thank you enough for your service of fifty years. You are one of the strongest man I’ve had the pleasure to watch over the years. I salute you sir.,2.7K,191
https://twitter.com/lecternleader/status/1815084612730663293,The Lectern Guy,https://twitter.com/lecternleader,21-Jul,Byyyyeeeeee,1.1K,97
https://twitter.com/OversightPR/status/1815086417208369204,Oversight Project,https://twitter.com/OversightPR,21-Jul,"Is this gonna be called ""protecting democracy"" too ?",1K,187
https://twitter.com/OversightPR/status/1815134477972017448,Oversight Project,https://twitter.com/OversightPR,Jul 21Jul 21,"Here, I found a good analogy for what actually happened Just like the CCP  rolls.When The Party says ""it's time to go Joe"" ... it's time to goJust like the CCP : When the party says ""it's time to go"" ... it's time to go  x.com/JoeBiden/statu…",219,27
https://twitter.com/BettingWithBush/status/1815087045976457573,𝗕𝗪𝗕,https://twitter.com/BettingWithBush,21-Jul,This bout to be the most viewed tweet of all time,42,
https://twitter.com/AV24org/status/1815088080145031305,American Values,https://twitter.com/AV24org,21-Jul,"Now that we have confirmation that Biden will be dropping out of the race, we would like to re-iterate that RFK Jr. is the only candidate in this race who can beat Trump.Kamala Harris can’t.Gavin Newsom can’t.Gretchen Whitmer can’t.Following years of propaganda about",435,97
https://twitter.com/BillboardChris/status/1815105574440497153,Billboard Chris,https://twitter.com/BillboardChris,21-Jul,"“What can be, unburdened by what has been.” A return of Trump as President, unburdened by all the Democrat witch hunts.",580,67
https://twitter.com/MagaHAT_ETH/status/1815107536779190693,$MAGA,https://twitter.com/MagaHAT_ETH,21-Jul,BIDEN JUST DROPPED OUT OF ELECTIONS The #MAGA movement is now stronger than ever! Pack your bags frens! $MAGA,301,76
https://twitter.com/Mattlell7737/status/1815084638571995567,Baby Lives Matter TY Elon!,https://twitter.com/Mattlell7737,21-Jul,"If you're not fit to run, then you aren't fit to remain President.",9,
https://twitter.com/janrezab/status/1815085054911234259,Jan Rezab,https://twitter.com/janrezab,21-Jul,Good job.,1,
https://twitter.com/ChefGruel/status/1815086073095053662,Chef Andrew Gruel,https://twitter.com/ChefGruel,21-Jul,Not much about Kamala here. You’d think it would read “I’m confident Kamala can take the torch”,317,10
https://twitter.com/RossSchumann/status/1815086319674011720,Ross Schumann,https://twitter.com/RossSchumann,21-Jul,When was the last time a sitting president was so unpopular and such a failure that they decided to not even seek re-election because they knew that they had no chance to win?#BidenFailed,462,22
https://twitter.com/QuintenFrancois/status/1815086406324130206,Quinten | 048.eth,https://twitter.com/QuintenFrancois,21-Jul,Good decision. Just go and enjoy your old day,2,
https://twitter.com/RolandNGabriel/status/1815086687925776828,Positivity King,https://twitter.com/RolandNGabriel,21-Jul,Since you cannot run for reelection then you have no business continuing to be in power. Resign.,44,1
https://twitter.com/eb454/status/1815084472125251685,Beth Baumann,https://twitter.com/eb454,21-Jul,Now how long until you’re too unfit to finish your term?,1,
https://twitter.com/welyn/status/1815085456616263999,welyn,https://twitter.com/welyn,21-Jul,open convention will go so hard,26,
https://twitter.com/VincentCrypt46/status/1815087753106739256,Vincent Kennedy,https://twitter.com/VincentCrypt46,21-Jul,So Saad.,208,19
https://twitter.com/gregisenberg/status/1815088619125969088,GREG ISENBERG,https://twitter.com/gregisenberg,21-Jul,"TLDR;""I'm sick. Of running for President""Joe Biden",19,
https://twitter.com/JakeHaleee/status/1815089793052909615,Jacob Hale,https://twitter.com/JakeHaleee,21-Jul,Couldn’t you have waited until after COD Champs honestly weirdo behaviour,56,
https://twitter.com/kylekemper/status/1815091886677430781,Kyle Kemper Ж,https://twitter.com/kylekemper,21-Jul,Of these 4 who do you think should be the nominee?,57,27
https://twitter.com/ByeonChansoo/status/1815094339883938282,Chansoo Byeon,https://twitter.com/ByeonChansoo,21-Jul,be like: I didn't even write this letter. They did.They/them:,28,4
https://twitter.com/MattBatzel/status/1815095239184466195,Matt Batzel,https://twitter.com/MattBatzel,21-Jul,"Time to step down! If you can't run for President, you shouldn't remain in the White House.",7,
