Tweet_Link,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Likes,Retweets
https://twitter.com/PANKAJ_KHAKHIL/status/1815089916000584189,पंकज चौधरी,https://twitter.com/PANKAJ_KHAKHIL,21-Jul,He lied….,5,1
https://twitter.com/MarkLander9993/status/1815090561235493170,Mark Lander,https://twitter.com/MarkLander9993,21-Jul,Kamala will be nominated. They want to use gender war this election,,
https://twitter.com/Shukla9_/status/1815090776436854822,Pawan Shukla,https://twitter.com/Shukla9_,21-Jul,Quitter,1,
https://twitter.com/Ijazmalik101/status/1815091342508179559,Ijaz Malik (Ejaz Hussain),https://twitter.com/Ijazmalik101,21-Jul,Although you made a good decision for your country and your party but once again you very late. This decision should have been made months ago. All the best for your presidential life.,1,
https://twitter.com/MacNotApeClub1/status/1815092355726487855,Macbeth,https://twitter.com/MacNotApeClub1,21-Jul,Trump knows businessTrump knows moneyTrump knows America,28,3
https://twitter.com/Naiknelofar788/status/1815096522184573292,simeon-sanai,https://twitter.com/Naiknelofar788,21-Jul,Who will win now,,
https://twitter.com/courtzzz123456/status/1815085998579311027,courtzzz,https://twitter.com/courtzzz123456,21-Jul,That’s crazy. So what now?,3,
https://twitter.com/faladigrini/status/1815086356160233517,Digrini,https://twitter.com/faladigrini,21-Jul,Buttigieg and Harris,30,3
https://twitter.com/abe_chira/status/1815086833195471255,The Unicorn,https://twitter.com/abe_chira,21-Jul,The elder abuse will finally stop.,7,
https://twitter.com/RealDealAxelrod/status/1815087205477736855,A,https://twitter.com/RealDealAxelrod,21-Jul,Trump called it,76,14
https://twitter.com/MonicaSM77/status/1815087242865459425,Mony Dolores ,https://twitter.com/MonicaSM77,21-Jul,Best decision he could’ve made,3,
https://twitter.com/theDDixit/status/1815088010800820309,Dharmesh Dixit,https://twitter.com/theDDixit,21-Jul,"For the first time in a long time, I have hope that Trump won’t win in 2024 !! #BidenDropOutNOW",6,1
https://twitter.com/mintsniper/status/1815088127863611807,MintSniper,https://twitter.com/mintsniper,21-Jul,Rest well Joe,3,
https://twitter.com/erXemee_ERB/status/1815088183149039984,Эр𝕏эмээ.ERB,https://twitter.com/erXemee_ERB,21-Jul,Come ooooon buddy,6,
https://twitter.com/ReadBerryMichel/status/1815088353022189980,Berry Michel,https://twitter.com/ReadBerryMichel,21-Jul,Good leaders always do what is right for the greater good.,4,
https://twitter.com/Blacksodje/status/1815089977346384336,Prince charles,https://twitter.com/Blacksodje,21-Jul,Who takes over,1,
https://twitter.com/ElonWinner/status/1815087467080417665,Elon 2.0,https://twitter.com/ElonWinner,21-Jul,What?,1,
https://twitter.com/TheCyborganics/status/1815088107122831602,Qira Lyn,https://twitter.com/TheCyborganics,21-Jul,Now is the beginning of the destruction of Trumpers,1,
https://twitter.com/metadegringa/status/1815090866597605738,Cris,https://twitter.com/metadegringa,21-Jul,About time!,,
https://twitter.com/chavesson11/status/1815092704000544915,chavesson,https://twitter.com/chavesson11,21-Jul,He won’t be missed,2,
https://twitter.com/udeochusp/status/1815094261664342137,UDEOCHU S. Philip,https://twitter.com/udeochusp,21-Jul,Way to go Dear Joey,,
https://twitter.com/bryo_imbo/status/1815094670403498295,I M B O ,https://twitter.com/bryo_imbo,21-Jul,May the best win,1,
https://twitter.com/DDT_PM/status/1815095618395676939,P_MAX,https://twitter.com/DDT_PM,21-Jul,"I can't believe Biden decided to endorse Kamala Harris. She seems weak and hasn’t made much impact as Vice President. This feels like a slap in the face, and I think she’s going to lose poorly.",2,
https://twitter.com/Bhappy9011/status/1815087308229443750,Anu ,https://twitter.com/Bhappy9011,21-Jul,Trump will win,1,
https://twitter.com/wenhammertime/status/1815090020518408507,hammertime $FAME,https://twitter.com/wenhammertime,21-Jul,But who will be the nominee?,1,
https://twitter.com/shafiihamidu/status/1815093697689583690,Shafi'i Hamidu,https://twitter.com/shafiihamidu,Jul 21Jul 21,"Kamala Harris is now the presidential candidate for democratsSince after the presidential debate between Mr. Trump and President Biden, it shows clearly that Mr. Biden is not in the best state of health to be able to continue with this race. Mr. Trump was clearly ahead both in",,
https://twitter.com/aamir_3444/status/1815094254450192875,Raja Amir Official,https://twitter.com/aamir_3444,21-Jul,Very good,1,
https://twitter.com/BharatSpectrum/status/1815094975815913809,Bharat Spectrum,https://twitter.com/BharatSpectrum,21-Jul,This will be one of the most interesting elections in history,1,
https://twitter.com/254_philosopher/status/1815096826095349762,Kenyan philosopher ,https://twitter.com/254_philosopher,21-Jul,Early Victory for D. Trump  MAGA! MAGA! MAGA! MAGA!,,
https://twitter.com/dighitom7/status/1815098939651113077,DIGHITOM,https://twitter.com/dighitom7,21-Jul,He should not try this it’s a disgrace,1,
https://twitter.com/Americainvasion/status/1815099575272681834,America Invasion,https://twitter.com/Americainvasion,21-Jul,Biden dropping out is proof he is not running America.Who is running America?,5,1
https://twitter.com/teamdesantisfla/status/1815101533811622355,(Trump’s version) MAGA,https://twitter.com/teamdesantisfla,21-Jul,These are scary times!!,,
https://twitter.com/SaifullahCh786/status/1815091915630473238,saifullah,https://twitter.com/SaifullahCh786,21-Jul,"History being made, a rare political leader who gives up power.",1,
https://twitter.com/Dijital_Gazete_/status/1815099183960904150,Dijital_Gazete,https://twitter.com/Dijital_Gazete_,21-Jul,Who will they nominate against Trump?,1,
https://twitter.com/Austinooffical/status/1815102444512350571,Austine ✪,https://twitter.com/Austinooffical,21-Jul,We won ,1,
https://twitter.com/chhagendersingh/status/1815103448905404907,chhagendrasingh,https://twitter.com/chhagendersingh,21-Jul,Boycott Biden ,,
https://twitter.com/CuriousMindByte/status/1815103651519811909,Curious Mind Byte,https://twitter.com/CuriousMindByte,21-Jul,how professional!  a letter on social media - what happened to a president speaking to the people and going live on TV to make such a signifcant announcement?,4,
https://twitter.com/dave43law/status/1815104940228116642,dave lawrence ,https://twitter.com/dave43law,21-Jul,"So an old racist, misogynist, sex offender and felon is probably up against a far younger, mixed race, female lawyer  Trump nightmare begins and gets worse daily from here on in",10,1
https://twitter.com/Pauliskypopping/status/1815106097688277030,OLALEXUZ enterprises.,https://twitter.com/Pauliskypopping,Jul 21Jul 20,Boom Air Jordan 4 Size 38-46Price - 28500 fully boxed Nationwide delivery  WhatsApp - 07040228787,,
https://twitter.com/AIToolsnApps/status/1815106510424609000,SpeakingTruthToPower,https://twitter.com/AIToolsnApps,21-Jul,"The only thing working against President Biden were his age and health concerns. He could have been selfish, inconsiderate, and opportunistic and stayed in the race, instead he made a wise decision. He put Country first!",1,1
https://twitter.com/XXX84158494/status/1815109141876310141,A2Z,https://twitter.com/XXX84158494,21-Jul,SIGNATURE SIGNATURE SIGNATURE!!!!Did you check Biden's signature. It's weird and not his usual signature.,,
https://twitter.com/matarain/status/1815109177423102436,أحمد مطر المطر,https://twitter.com/matarain,21-Jul,just as I expected.,,
https://twitter.com/ExposingKamala/status/1815085954505343047,Exposing Kamala,https://twitter.com/ExposingKamala,21-Jul,We love you Joe!,64,1
https://twitter.com/SwampGrox/status/1815086133312958716,Swamp Fox 2.0,https://twitter.com/SwampGrox,21-Jul,This guy was just asking for money only a few days ago.,20,
https://twitter.com/chimmyvibez/status/1815088640596602924,,https://twitter.com/chimmyvibez,21-Jul,One term president!,10,
https://twitter.com/TrendJumper001/status/1815089127034929560,MORGAN,https://twitter.com/TrendJumper001,21-Jul,Agree wholeheartedly! Joe Biden proved to be one of the great presidents and will be remembered warmly and fondly This should also be a lesson to African leaders who cling to power despite not being fit .,8,
https://twitter.com/banditcal2015/status/1815086081538224552,Banditcal ,https://twitter.com/banditcal2015,21-Jul,Democracy! You guys are absolute hypocrites,93,1
https://twitter.com/TheSyedHaq/status/1815087263321067741,Uzair,https://twitter.com/TheSyedHaq,21-Jul,Alhamdulillah,5,
https://twitter.com/JoelSchamber/status/1815094535694979426,Joel Schamber,https://twitter.com/JoelSchamber,21-Jul,He should resign. Who's actually in charge?,2,
https://twitter.com/euronatiii/status/1815085962055328139,Natt,https://twitter.com/euronatiii,21-Jul,Called it,3,
https://twitter.com/FourYearsBetter/status/1815087107452309930,Four Years Better,https://twitter.com/FourYearsBetter,21-Jul,Thank you Mr. President  LFG  ,2,
https://twitter.com/DrawingHand4X/status/1815095599739670670,FoolOnTheHill,https://twitter.com/DrawingHand4X,21-Jul,So much for Democracy,2,
https://twitter.com/Fehmiii_83/status/1815086753688281256,فہم,https://twitter.com/Fehmiii_83,21-Jul,"This marks a significant moment in U.S. politics, as the nation prepares for new leadership in the upcoming election.",,
https://twitter.com/JohntheeGentile/status/1815120694201516279,GentileJohn,https://twitter.com/JohntheeGentile,21-Jul,Democracy ,,
https://twitter.com/AAfricanrebel/status/1815123555710841053,N.A.R,https://twitter.com/AAfricanrebel,21-Jul,Time to hang the boots up..an amazing political run in his era,,
https://twitter.com/JacquelynR99722/status/1815146114300940505,Jacquelyn Redington,https://twitter.com/JacquelynR99722,21-Jul,Are you going to speak on RFK Jr.’s press conference that he held today?,,
https://twitter.com/BrianLeonardson/status/1815184485929062651,brian leonardson,https://twitter.com/BrianLeonardson,22-Jul,Worst President of our lives. He will not be missed.,,
https://twitter.com/xyz_plan/status/1815387562384531929,2.5 GPA,https://twitter.com/xyz_plan,22-Jul,"But where is Biden? No public appearance? Sign a letter, post it on social media and disappear? And propaganda CNN looks the other way…",,
https://twitter.com/_JamaaFulani/status/1815091252431671738,Jamaa Fulani,https://twitter.com/_JamaaFulani,21-Jul,I know very many Democrats are happy because Biden ain't running.,,
https://twitter.com/peamocrypto/status/1815098712580071432,peamo,https://twitter.com/peamocrypto,21-Jul,Joe needs to resign,,
https://twitter.com/KnoxHouseSales/status/1815122480014528958,Mike Allen,https://twitter.com/KnoxHouseSales,21-Jul,Basically the Dems just initiated a Coup d'état to be completed after the Convention w the removal of the President .,,
https://twitter.com/xephas_official/status/1815131025439400270,Xephas - SWE,https://twitter.com/xephas_official,21-Jul,good news ,,
https://twitter.com/SexyJeffersin/status/1815192338920038902,Crypto Fallacy,https://twitter.com/SexyJeffersin,22-Jul,"He can retire now finally, on a beach. With his millions and millions of dollars that mysteriously came out of nowhere. While I'll never get to retire or go on a vacation.",,
https://twitter.com/DtTranslat52847/status/1815295885410181391,Duc Thuan_Creator™ ,https://twitter.com/DtTranslat52847,22-Jul,The conspiracy theorists are right yet again. God chose Mr. Trump!!,,
https://twitter.com/LouisePerugini/status/1815349045365494225,Louise Perugini,https://twitter.com/LouisePerugini,22-Jul,Why would a sitting president announce his decision to drop out of the race 100 days before the election by posting to X ? Why is the typed letter on plain paper and signed with the only known signature of Joe's that is underlined ?,,
https://twitter.com/squint1969/status/1815416800886104481, SQUINT ,https://twitter.com/squint1969,22-Jul,Have you heard directly from Joe?Has anyone seen Joe?Is Joe dead?Did “they” take Joe fishing?Who signed the letter?Got a weird lead on a story that people should look into. I got a call from a source close to Las Vegas Metro. The official story was that Joe Biden's trip,,
https://twitter.com/tonyfrombr/status/1815114714789396566,tony,https://twitter.com/tonyfrombr,21-Jul,Donors over voters,,
https://twitter.com/JoshuaTarkan/status/1815175842432942384,Joshua Tarkan,https://twitter.com/JoshuaTarkan,22-Jul,This is going to ruin the tour,,
https://twitter.com/RodneyE89515/status/1815101690091377007,Rodney Else,https://twitter.com/RodneyE89515,21-Jul,"That’s good, but it leaves us with the laughing hyena.",,
https://twitter.com/jamiegla1/status/1815100779868622851,jamiegla1,https://twitter.com/jamiegla1,21-Jul,Why is he dropping out  ?,,
https://twitter.com/SarcasticMark10/status/1815087798728482877,Sarcastic Mark,https://twitter.com/SarcasticMark10,21-Jul,Finally. I want to see some of his actor’s movies again.,1,
https://twitter.com/kpguitarz211/status/1815093866581909843,kpGUITARZ,https://twitter.com/kpguitarz211,21-Jul,Perfect timing to distract away from the USSS/DHS hearings. Makes me wonder what kind of juicy secrets were scrubbed off servers on Friday.,,1
https://twitter.com/jamiegla1/status/1815100838047531202,jamiegla1,https://twitter.com/jamiegla1,21-Jul,Why did they pressure him?,,
https://twitter.com/mmfm_patty/status/1815095649324437879,Pattie,https://twitter.com/mmfm_patty,21-Jul,How does it feel to be complicit in the destruction of our democracy?,,
https://twitter.com/gospelsongsng/status/1815102138823131292,HeavenBound,https://twitter.com/gospelsongsng,21-Jul,Good decision by him,,
https://twitter.com/RoadKillGorilla/status/1815434422147313709,Treson Saint,https://twitter.com/RoadKillGorilla,22-Jul,His cognitive health was in question back in 2020. But was blown off as a political attack or conspiracy theory,,
https://twitter.com/SAyrapetyanNYL/status/1815086234903167060,Suren Ayrapetyan,https://twitter.com/SAyrapetyanNYL,21-Jul,"CNN is a bit late to this news, but it truly is the best move for the nation as a whole.",2,
https://twitter.com/RobertPet73/status/1815086852228997630,Aegon,https://twitter.com/RobertPet73,21-Jul,The timing is hilarious. As soon as the golf was over. ,2,
https://twitter.com/BrunoChieco6/status/1815088993135919579,Bruno Chieco,https://twitter.com/BrunoChieco6,21-Jul,Joe Biden is dropping out of the race but he’s been one of the most legislatively successful presidents in modern history. Time to unite behind Kamala HarrisZ,65,7
https://twitter.com/thedeepskar/status/1815098780481663218,thedeepskar,https://twitter.com/thedeepskar,21-Jul,DISLOYAL DEMS ARE BACKSTABBING BITCHES!!!,,
https://twitter.com/Vet0917/status/1815098797137236264,"Vet0917 - Dad, Husband, Ret. Navy War Vet ",https://twitter.com/Vet0917,21-Jul,He quits… then endorses Harris??? Well if that isn’t the kiss of death… ,1,
https://twitter.com/TxOilMan71/status/1815130633770795180,Your Feelings-R-Your Problem,https://twitter.com/TxOilMan71,21-Jul,That’s a damn shame. That turnip would be easiest to beat ,,
https://twitter.com/marston122/status/1815086136991326443,HonestMedicineMD,https://twitter.com/marston122,21-Jul,I would be so humiliated to be a democrat right now. What a disaster.,1,
https://twitter.com/GarfieldUtd/status/1815086150605807748,GARFIELD JP,https://twitter.com/GarfieldUtd,21-Jul,Guess he's tired of all those early bird specials at the White House. #BidenOut #RetirementGoals,1,
https://twitter.com/hotpinkmint/status/1815086313495777636,Angelic Martinez,https://twitter.com/hotpinkmint,21-Jul,This is good and bad…. The Democrat leadership made him drop out and said it was time for a “younger” leader for the Democratic Party. The bad thing is that the ‘younger’ Dem base is heavily radicalized and have the craziest ideas of what America should be like going forward.,,
https://twitter.com/Prince_Bukar/status/1815085987850277313,Abubakar Tanimu Umar,https://twitter.com/Prince_Bukar,Jul 21Jul 21,Sad newsJoe Biden resigns. Doesn’t support Kamala Harris outrightly #JoeBiden #JoeBiden2024 #KamalaHarris2024 #Trump #MAGA,,
https://twitter.com/Enigma1514/status/1815088841654468759,Enigma15,https://twitter.com/Enigma1514,21-Jul,"Those that claim to want to defend democracy have usurped the will of the people to save their own political lives.  The primary voters selected Biden, the powerful in the party will now select the candidate.  Sounds so democratic…..uh, no it doesn’t.",1,
https://twitter.com/TheDigDailyDose/status/1815090820741001248,The Dig Daily Dose,https://twitter.com/TheDigDailyDose,21-Jul,Surprised by Biden's decision to not seek reelection?  This opens the door for new Democratic contenders! What are your thoughts on his choice? #Biden2024 #Election2024 #Politics ,1,
https://twitter.com/karenjwickman/status/1815092882065510839,Karen Wickman/ Wickman Consulting LLC,https://twitter.com/karenjwickman,21-Jul,And they’re off…. ,,
https://twitter.com/radtam/status/1815099900792893801,Tam,https://twitter.com/radtam,21-Jul,#insurrection2024,,
https://twitter.com/2sunsky/status/1815109400224489948,"Abortion is on the ballot in *EVERY state, VOTE!",https://twitter.com/2sunsky,21-Jul,"Hope all the pundits are happy. This is SUPER risky… didn’t have to happen this way.Biden could’ve retired 6 mths from now & turned it over to Kamala & Pete.I’m assuming it’s Pete, given successful RI rally.Everyone better stfu & fall in line now. Unite! Stop f-ing around.",,
https://twitter.com/anton_luru/status/1815228390158512421,Renaissance Warrior,https://twitter.com/anton_luru,22-Jul,"Are we sure Biden is even aware he dropped out? A post on X? Hell... Biden can barely get out a thought, let alone write that he's dropping out.",,
https://twitter.com/LoneStarPa00/status/1815093830607401004,LoneStarPatriot,https://twitter.com/LoneStarPa00,21-Jul,"Millions of democrat primary voters are now disenfranchised because the democrat party refused to have a fair, open, and competitive primary race.But, “democracy”.",,
https://twitter.com/PatriotCards444/status/1815102924084937095,Patriot Cards,https://twitter.com/PatriotCards444,21-Jul,"Did he make a public statement or is this according to sources? Did he recover from “Covid”? Who’s really making this decision? Killary, is that you????",,
https://twitter.com/Berk04790/status/1815086080208576611,Berkan Yılmaz,https://twitter.com/Berk04790,21-Jul,Good bye Joe. Don't forget to drink your medicines,,
https://twitter.com/Morad17810650/status/1815086311637696544,Morad,https://twitter.com/Morad17810650,21-Jul,"I previously wrote the following: Biden will step down, then get sick and then die, and after that the American authorities will reveal that Biden was the one who ordered the assassination of Trump!American comedy is taking the lead on the global stage.",1,1
https://twitter.com/Broadsword_Luke/status/1815088634195837425,Luther Broadsword,https://twitter.com/Broadsword_Luke,21-Jul,What a bitch!,,
https://twitter.com/TheCyborganics/status/1815088889230700890,Qira Lyn,https://twitter.com/TheCyborganics,21-Jul,Go Harris beat that bafoon and illiterate trump,,
https://twitter.com/Totalblisss11/status/1815094828600070347,Kelly Lake,https://twitter.com/Totalblisss11,21-Jul,"Any woman who votes for someone because they think abortions won’t be allowed, needs to learn to cross her legs, because if we don’t have Trump you will lose WAY more than the right to kill a baby.",,
https://twitter.com/VSwRobC/status/1815095673337045426,"Valiant Stance, with Rob C",https://twitter.com/VSwRobC,21-Jul,"No One liked you Joe, except of course, Ukraine",,
https://twitter.com/keysjob314/status/1815106717816094972,keysersoze,https://twitter.com/keysjob314,21-Jul,Do you think they’ve told Biden yet?,,
https://twitter.com/MartyMoe5/status/1815122553452851696,Marty Moe,https://twitter.com/MartyMoe5,21-Jul,"Biden is WEAK!!!! He Couldn’t handle the Pressure!!! Obama was tired of ruining the country, it was his 3rd Term!!! Both knew they couldn’t Win the Election since they Missed Assassinating TRUMP!!! So what dirty trick are the Democrats going to try Now???",,
https://twitter.com/alexisjohnsonnm/status/1815402973394030709,AMJ,https://twitter.com/alexisjohnsonnm,22-Jul,Americans are frightened about receiving just an X post. Is Biden ok?It is heartless that Democrats do not have Biden inform the public.Where is Biden?,1,
https://twitter.com/georgekh/status/1815086078279217448,George,https://twitter.com/georgekh,21-Jul,Nobody could have seen this coming… NOBODY!!!,1,
https://twitter.com/finishedyet34/status/1815101027991048517,K1ng_cut,https://twitter.com/finishedyet34,21-Jul,Why did biden and trump collude to keep RFK Jr off the debate stage and now Biden drops out? That's the uniparty duopoly. Proof they want Trump to win.,2,1
https://twitter.com/DisinfectDialog/status/1815104875161870392,LibsGoinDumb,https://twitter.com/DisinfectDialog,21-Jul,The DNC AKA THE COUP CUCKS CLAN just pushed a sitting President out of his own race. Why did he wait so long to leave if he was doing a good job? Why didnt he allow a primary? Why was the DNC pushing to nominate him early?,,
https://twitter.com/UAPGeologist/status/1815124888350298473,Muddy Waters,https://twitter.com/UAPGeologist,21-Jul,RFK will beat Trump.,,
https://twitter.com/StephzillaNJ/status/1815086027117375844,𝕾𝖙𝖊𝖕𝖍 ,https://twitter.com/StephzillaNJ,21-Jul,Isn’t that what you wanted?,1,
